CodigoHistorial,Username_Paciente,Nombre_Paciente,FechaNacimiento,Cedula,FechaCreacion
HIS-0460090,icaceres,Ivan Cáceres Gomez,2000-11-16,1403715046,2024-07-18
HIS-4580436,glopez,Gabriel Lopez Guzmán,2004-07-03,1529230458,2022-02-12
HIS-6478521,amedina2,Adriana Medina Mendez,1985-05-19,2152147647,2024-05-16
HIS-7367441,rgomez,Rosa Gomez Vega,1974-03-05,2131085736,2023-09-08
HIS-6666232,vcaceres,Valeria Cáceres Martinez,1962-12-22,1800818666,2024-08-05
HIS-9465611,aperez1,Ana Perez Aguilar,1956-01-13,2325977946,2022-08-27
HIS-6498565,vmedina,Verónica Medina Figueroa,1985-11-05,2434995649,2023-05-11
HIS-2715890,jvargas,Jorge Vargas Ramos,1958-06-01,0536012271,2022-07-30
HIS-6735970,ltapuy1,Lucia Tapuy Espinoza,1959-05-21,2058407673,2024-05-04
HIS-7550196,rortega2,Rosa Ortega Castro,2001-12-13,2330243755,2024-05-03
HIS-3205696,brivera,Beatriz Rivera Guzmán,1956-06-09,0721722320,2024-01-02
HIS-1829366,pgrefa,Patricio Grefa Lopez,1993-11-04,0326193182,2022-04-14
HIS-1396366,mguzman1,Miguel Guzmán Guzmán,1963-02-28,0440812139,2023-02-18
HIS-6548866,pshiguango,Pablo Shiguango Romero,1988-11-12,1042145654,2022-03-02
HIS-0670111,fcerda,Fabian Cerda Gonzalez,2001-12-11,0325626067,2023-12-06
HIS-5647380,fmedina,Fabian Medina Castro,1973-04-03,2118997564,2024-11-13
HIS-6807468,arivera2,Adriana Rivera Rodriguez,1974-10-24,0149434680,2022-01-11
HIS-4490428,despinoza1,Daniel Espinoza Cáceres,2004-06-15,2358935449,2022-07-20
HIS-5886468,lperez1,Laura Perez Martinez,1964-09-05,1417371588,2024-09-19
HIS-9647472,fcruz1,Fabian Cruz Ramos,1974-06-10,1602851964,2023-08-26
HIS-0157627,aespinoza3,Andres Espinoza Aguilar,1976-07-16,0224327015,2022-09-29
HIS-6609181,acastro1,Adriana Castro Castro,1991-11-26,0555199660,2023-09-25
HIS-8079372,rguzman1,Roberto Guzmán Alvarado,1993-06-13,1909837807,2022-04-03
HIS-1149833,fgomez,Fernanda Gomez Aguilar,1998-03-02,0145641114,2023-10-29
HIS-1007280,eruiz,Eduardo Ruiz Sanchez,1972-01-11,1116546100,2024-08-09
HIS-1317878,arodriguez3,Alejandro Rodriguez Aguilar,1978-09-06,2110489131,2023-05-18
HIS-4929160,agarcia,Ana Garcia Ramos,1991-02-10,2022007492,2022-07-03
HIS-4719610,sbenitez,Sebastian Benítez Jimenez,1996-01-20,1419855471,2024-09-02
HIS-7176712,abenitez1,Antonio Benítez Tapuy,1967-08-01,1341180717,2023-03-30
HIS-0466518,iperez,Isabel Perez Guzmán,1965-09-07,2123375046,2022-12-26
HIS-9409856,aherrera1,Andres Herrera Cáceres,1998-09-15,0844308940,2024-10-11
HIS-6357613,vmorales,Victor Morales Martinez,1976-05-03,0938750635,2022-07-18
HIS-3519214,brodriguez,Beatriz Rodriguez Espinoza,1992-02-03,2124317351,2022-05-05
HIS-1190568,sgonzalez1,Silvia Gonzalez Torres,2005-11-20,0230496119,2022-01-22
HIS-5939563,bvega,Beatriz Vega Guzmán,1995-09-09,2005078593,2023-12-29
HIS-8578817,sreyes,Sofia Reyes Torres,1988-10-22,0202496857,2022-10-24
HIS-7746173,aortega,Antonio Ortega Diaz,1961-08-26,0753153774,2022-03-28
HIS-6366490,rmorales,Rodrigo Morales Morales,1964-05-15,1543375636,2023-02-03
HIS-8387640,cdiaz1,Carlos Diaz Diaz,1976-04-10,1013425838,2024-07-23
HIS-3326751,crivera,Claudia Rivera Cerda,1967-09-10,2031122332,2022-11-01
HIS-9138870,rjimenez3,Rodrigo Jimenez Torres,1988-12-16,1747317913,2024-10-10
HIS-3467339,eespinoza,Elena Espinoza Lopez,1973-08-17,0713736346,2023-12-22
HIS-7537345,pguzman1,Paola Guzmán Romero,1973-09-17,1437665753,2022-06-10
HIS-4400570,mgonzalez1,Miguel Gonzalez Chávez,2005-07-13,0243535440,2022-01-25
HIS-9878327,rmedina1,Raul Medina Morales,1983-09-01,0853738987,2024-02-07
HIS-6879558,mgarcia2,Marcela Garcia Tapuy,1995-10-20,2225366687,2024-03-11
HIS-4155939,lalvarado1,Laura Alvarado Ruiz,1959-07-10,0731597415,2023-02-26
HIS-2150087,dmartinez,David Martinez Chávez,2000-11-16,1702566215,2022-11-22
HIS-9379660,iramos1,Ivan Ramos Jimenez,1996-08-12,0702716937,2023-09-02
HIS-1610319,pgomez1,Patricia Gomez Guzmán,2003-09-04,2437629161,2024-01-26
HIS-1787572,fcastro1,Fernanda Castro Rivera,1975-11-24,0918070178,2024-08-08
HIS-2009855,jbenitez,Jorge Benítez Reyes,1998-05-05,2332742200,2024-06-21
HIS-4775653,flopez1,Fabian Lopez Alvarado,1956-07-01,0730816477,2022-01-30
HIS-5516111,psanchez1,Pablo Sanchez Rivera,1961-06-11,2410681551,2022-12-22
HIS-0106196,mruiz,Maria Ruiz Cruz,1961-10-11,1511495010,2024-03-06
HIS-6879457,scastillo,Sofia Castillo Shiguango,1994-02-02,0320997687,2022-10-09
HIS-5237095,iflores1,Isabel Flores Ruiz,1970-04-18,0750397523,2022-04-21
HIS-1358749,mruiz1,Mario Ruiz Cerda,1987-02-14,1117017135,2024-08-14
HIS-3479471,pvega,Pablo Vega Gomez,1994-12-14,2014497347,2022-11-16
HIS-6780034,fperez1,Fernanda Perez Vargas,2000-08-07,2042824678,2022-11-13
HIS-7447172,rgrefa1,Raul Grefa Chávez,1971-12-12,1636656744,2024-11-09
HIS-0270460,rruiz,Rodrigo Ruiz Vega,2004-02-21,2413705027,2024-02-27
HIS-9415510,vvega,Victor Vega Rivera,1955-03-27,1424886941,2024-10-04
HIS-5216734,naguilar,Nicolas Aguilar Cerda,1967-01-24,1454622521,2023-01-10
HIS-1417222,vguzman,Verónica Guzmán Sanchez,1972-01-22,2111416141,2022-03-27
HIS-5596127,mfigueroa1,Manuel Figueroa Cerda,1961-01-15,0937596559,2024-04-02
HIS-8668654,rcerda,Raul Cerda Jimenez,1986-07-24,2315797866,2022-06-16
HIS-8089737,csanchez1,Claudia Sanchez Ruiz,1997-09-08,1043289808,2023-05-14
HIS-7160093,mvega,Miguel Vega Rodriguez,2000-12-24,0626434716,2024-02-21
HIS-3168964,pherrera,Pablo Herrera Ramirez,1989-04-28,1001159316,2024-03-05
HIS-0806486,btorres,Beatriz Torres Cerda,1964-12-22,2249316080,2022-03-12
HIS-6015664,pramirez1,Paola Ramirez Jimenez,1956-09-13,2347374601,2023-11-23
HIS-6199936,amedina3,Adriana Medina Medina,1999-08-10,0344438619,2022-10-24
HIS-2086441,sgarcia,Sebastian Garcia Chávez,1964-11-24,2441266208,2024-04-07
HIS-7666945,pmedina1,Pablo Medina Tapuy,1969-01-19,1059261766,2024-09-09
HIS-8278936,mshiguango,Manuel Shiguango Vega,1989-12-27,1042151827,2022-09-12
HIS-2917894,rfigueroa,Raul Figueroa Gomez,1978-09-06,0147510291,2024-05-16
HIS-7556727,elopez,Eduardo Lopez Cerda,1967-03-10,1058729755,2023-03-17
HIS-2660087,mtorres2,Monica Torres Guzmán,2000-06-19,1408446266,2024-11-13
HIS-4186422,cflores1,Carmen Flores Castillo,1964-04-09,1430931418,2022-01-21
HIS-8556680,msanchez,Manuel Sanchez Ramirez,1966-06-26,0644971855,2024-12-24
HIS-6958464,storres1,Sandra Torres Herrera,1984-09-10,0158222695,2023-07-19
HIS-1258599,eperez,Eduardo Perez Vargas,1985-08-17,1421113125,2024-12-26
HIS-8917758,mguzman2,Maria Guzmán Diaz,1977-01-14,2406853891,2024-10-11
HIS-4337752,cromero1,Carla Romero Reyes,1977-01-20,1804474433,2024-07-31
HIS-6700470,cgarcia,Carla Garcia Ortega,2004-11-09,2416501670,2023-04-09
HIS-2228014,vchavez,Valeria Chávez Vega,1980-07-24,0644177222,2023-11-10
HIS-6890496,ajimenez2,Alejandro Jimenez Ramirez,2004-11-08,1438725689,2022-04-17
HIS-3930088,rgarcia,Rosa Garcia Vega,2000-02-23,1624716393,2024-10-25
HIS-3229953,respinoza,Raul Espinoza Flores,1999-11-08,0802604322,2023-03-31
HIS-4597365,agrefa,Ana Grefa Vega,1973-08-09,2104145459,2022-07-26
HIS-5599515,dchavez,Daniela Chávez Romero,1995-12-20,1001082559,2022-09-04
HIS-3808365,fcastro2,Fabian Castro Sanchez,1983-11-23,0349547380,2022-08-29
HIS-0917961,fcerda1,Fernanda Cerda Grefa,1979-09-25,0119424091,2024-03-10
HIS-8808991,dgarcia,Diego Garcia Rivera,1989-04-10,1919087880,2022-03-22
HIS-0577555,ttorres,Teresa Torres Jimenez,1975-01-21,0253381057,2022-01-22
HIS-9886957,sherrera,Sofia Herrera Rodriguez,1969-12-24,1859164988,2024-06-07
HIS-2498222,ltapuy2,Laura Tapuy Gomez,1982-04-15,1512397249,2024-04-04
HIS-0290071,sgarcia1,Sebastian Garcia Figueroa,2000-02-07,0436010029,2022-10-13
HIS-1045628,eromero,Eduardo Romero Shiguango,1956-04-14,0510848104,2024-02-29
HIS-5178896,pruiz,Patricia Ruiz Ramirez,1988-06-20,1611314517,2023-01-07
HIS-4119128,vvargas1,Victor Vargas Guzmán,1991-07-24,1021475411,2023-07-25
HIS-9528984,dgomez1,Diana Gomez Ruiz,1989-04-13,1227676952,2022-06-21
HIS-7207017,fperez2,Fabian Perez Reyes,1970-04-27,1203058720,2023-04-05
HIS-9129170,fflores,Fabian Flores Ruiz,1991-07-05,2406501912,2023-01-09
HIS-0099164,daguilar1,Daniela Aguilar Romero,1991-09-10,1550412009,2023-04-11
HIS-3639623,lcerda,Laura Cerda Ruiz,1996-07-07,0553690363,2023-07-07
HIS-1329115,rfigueroa1,Ricardo Figueroa Romero,1991-10-02,0114281132,2024-09-17
HIS-6580547,lvargas1,Laura Vargas Garcia,2005-07-16,1226835658,2022-03-18
HIS-8850036,cramos1,Cristian Ramos Perez,2000-11-13,2103322885,2023-05-05
HIS-1745943,otapuy,Oscar Tapuy Sanchez,1959-03-23,0114817174,2024-08-01
HIS-6698789,acastro2,Adriana Castro Torres,1987-08-09,0447054669,2022-03-29
HIS-6196060,fbenitez1,Fabian Benítez Garcia,1960-03-24,0504629619,2022-08-10
HIS-1429365,mromero,Manuel Romero Gonzalez,1993-07-02,1129737142,2024-01-11
HIS-2185848,lcruz1,Luis Cruz Rodriguez,1958-02-14,2234421218,2023-12-02
HIS-6098424,raguilar1,Ricardo Aguilar Shiguango,1984-03-16,1642659609,2023-10-11
HIS-3387849,pgarcia1,Paola Garcia Castro,1978-06-01,0557910338,2023-09-11
HIS-8528291,ftapuy,Fabian Tapuy Ramos,1982-07-10,1435586852,2024-06-14
HIS-9819070,jsanchez,Jorge Sanchez Perez,1990-07-04,2109617981,2023-02-05
HIS-8416486,bramos,Beatriz Ramos Aguilar,1964-06-27,2156053841,2024-11-28
HIS-0916174,scaceres,Sofia Cáceres Vega,1961-12-26,0846396091,2022-09-16
HIS-6088433,cherrera,Carmen Herrera Benítez,1984-11-21,0623110608,2024-01-04
HIS-1246656,ediaz,Eduardo Diaz Alvarado,1966-02-03,0856404124,2024-10-09
HIS-6527630,ctapuy1,Carla Tapuy Rodriguez,1976-06-16,1407136652,2022-01-11
HIS-2357254,tramirez,Teresa Ramirez Diaz,1972-08-07,2008088235,2022-07-08
HIS-4697564,mtapuy1,Marcela Tapuy Vega,1975-10-04,1733423469,2024-02-24
HIS-4937057,ggonzalez,Gabriela Gonzalez Castro,1970-02-07,0608496493,2024-02-01
HIS-5357283,cgarcia1,Carla Garcia Castillo,1972-12-20,2305379535,2022-06-03
HIS-6157369,ccastillo,Camila Castillo Diaz,1973-01-21,0707704615,2022-01-10
HIS-7109499,pmedina2,Patricio Medina Lopez,1994-01-13,1840501710,2023-09-04
HIS-2167148,lramirez1,Lucia Ramirez Chávez,1971-01-04,2000300216,2022-04-09
HIS-1258551,cguzman1,Camila Guzmán Ruiz,1985-11-16,0952297125,2023-07-29
HIS-1197675,jherrera,Jorge Herrera Mendez,1976-04-27,2305833119,2024-12-16
HIS-7999623,lramos1,Lorena Ramos Flores,1996-02-05,1702356799,2024-08-02
HIS-4137657,cramos2,Carlos Ramos Gomez,1976-01-15,0907875413,2023-07-13
HIS-4815840,rruiz1,Rodrigo Ruiz Vega,1958-01-19,0723629481,2023-06-30
HIS-3446649,fmorales1,Fernando Morales Guzmán,1966-09-23,2356661344,2024-09-03
HIS-6575570,ggonzalez1,Gabriel Gonzalez Rivera,1955-08-28,0627207657,2023-05-22
HIS-2147848,prodriguez,Patricio Rodriguez Cáceres,1978-08-01,2223882214,2023-12-24
HIS-2529577,cjimenez2,Carla Jimenez Cerda,1995-02-09,2450263252,2024-07-09
HIS-0945569,tortega,Teresa Ortega Romero,1955-08-22,1346443094,2022-10-29
HIS-7059727,rbenitez,Rosa Benítez Rivera,1997-01-02,1034140705,2023-05-30
HIS-9107132,bgrefa,Beatriz Grefa Benítez,1971-05-20,0504236910,2023-09-29
HIS-3406374,bespinoza,Beatriz Espinoza Torres,1963-09-15,2214268340,2023-10-04
HIS-6157326,gvega1,Gabriela Vega Ramos,1973-01-25,1437080615,2024-03-15
HIS-9176427,dcerda1,David Cerda Ramos,1964-09-24,0200415917,2024-10-11
HIS-2975871,evargas,Eduardo Vargas Garcia,1958-02-10,1643110297,2024-04-08
HIS-2037357,palvarado1,Patricio Alvarado Herrera,1973-11-04,2057916203,2024-10-06
HIS-1978411,asanchez1,Andrea Sanchez Ramos,1984-12-15,1432047197,2023-07-22
HIS-2288583,pgrefa1,Paola Grefa Cruz,1985-10-22,1258681228,2023-01-05
HIS-0096618,dcastillo1,Diana Castillo Espinoza,1966-12-13,1929961009,2024-05-10
HIS-1716965,clopez1,Carla Lopez Gonzalez,1969-04-24,1529025171,2022-11-28
HIS-0528718,jespinoza,Jorge Espinoza Rodriguez,1987-06-12,2151302052,2022-10-10
HIS-1780046,eruiz1,Elena Ruiz Gonzalez,2000-06-03,1902841178,2022-11-20
HIS-1956394,rcerda1,Raul Cerda Guzmán,1963-04-18,1726908195,2023-11-07
HIS-9929648,agonzalez1,Alejandro Gonzalez Cáceres,1996-06-14,2050516992,2024-09-05
HIS-7099453,hmartinez,Hugo Martinez Rodriguez,1994-06-12,0749608709,2023-02-01
HIS-0067747,pmorales,Pablo Morales Perez,1977-10-21,1903689006,2023-05-16
HIS-3736189,dramirez,Daniela Ramirez Gonzalez,1961-01-12,0328375373,2024-04-21
HIS-5249217,lcruz2,Laura Cruz Torres,1992-07-10,1714831524,2022-06-23
HIS-2620353,drodriguez1,Daniela Rodriguez Ruiz,2003-10-07,1330336262,2022-02-26
HIS-9956053,bmartinez1,Beatriz Martinez Sanchez,1960-04-25,1834876995,2023-08-29
HIS-4927762,mjimenez,Mario Jimenez Chávez,1977-08-21,0954901492,2023-03-23
HIS-4759884,fguzman,Fernando Guzmán Benítez,1998-09-28,1107244475,2024-06-20
HIS-0946897,smorales,Sergio Morales Martinez,1968-06-19,2324058094,2024-01-31
HIS-6585650,rvega,Rodrigo Vega Mendez,1956-02-20,0505955658,2023-03-10
HIS-3978383,iruiz,Isabel Ruiz Espinoza,1983-06-09,0252611397,2023-02-04
HIS-6540578,greyes1,Gabriel Reyes Chávez,2005-07-08,0835137654,2022-09-14
HIS-1668122,cespinoza,Claudia Espinoza Torres,1981-05-25,2024551166,2024-08-20
HIS-6629319,pvega1,Patricio Vega Rodriguez,1993-10-04,2311288662,2022-04-03
HIS-9856622,taguilar,Teresa Aguilar Castro,1966-09-24,2434722985,2023-07-27
HIS-4589446,dromero,Daniela Romero Martinez,1994-06-04,1948986458,2023-12-13
HIS-1318910,ejimenez,Eduardo Jimenez Tapuy,1989-09-26,1512449131,2023-02-04
HIS-4166019,rcruz,Ricardo Cruz Mendez,1960-12-26,1937827416,2023-04-01
HIS-6196970,iromero1,Ivan Romero Jimenez,1969-11-07,1558150619,2023-06-28
HIS-0647991,cgomez1,Carmen Gomez Tapuy,1979-11-19,1013183064,2023-04-26
HIS-5899769,pgomez2,Paola Gomez Vargas,1997-07-04,0827769589,2022-12-27
HIS-4498316,rmedina2,Ricardo Medina Torres,1983-07-13,1639630449,2023-06-18
HIS-9210121,mmorales,Marcela Morales Romero,2001-01-26,2104763921,2024-02-16
HIS-3220112,abenitez2,Adriana Benítez Gonzalez,2001-04-01,2108358322,2022-03-15
HIS-3050112,imedina,Ivan Medina Tapuy,2001-12-25,0214403305,2024-04-30
HIS-0496071,mespinoza,Miguel Espinoza Medina,1960-04-14,0744568049,2023-07-25
HIS-3966481,mrodriguez,Manuel Rodriguez Tapuy,1964-11-03,2435817396,2022-07-15
HIS-8969910,rtapuy1,Raul Tapuy Espinoza,1999-10-20,0802697896,2024-04-12
HIS-7890266,nbenitez,Nicolas Benítez Tapuy,2002-02-06,1835357789,2023-02-09
HIS-6629147,vvega1,Victor Vega Tapuy,1991-11-06,0658728662,2022-10-17
HIS-5227498,dguzman1,Daniel Guzmán Chávez,1974-12-07,1744773522,2023-02-13
HIS-8310419,csanchez2,Camila Sanchez Martinez,2004-07-09,2039215831,2023-02-19
HIS-9689470,scruz,Sebastian Cruz Jimenez,1994-03-05,0629128968,2022-12-04
HIS-8116031,lmartinez2,Laura Martinez Torres,1960-10-27,1736754811,2023-03-15
HIS-5217835,pvega2,Patricio Vega Benítez,1978-03-24,1534186521,2022-01-22
HIS-8079187,pdiaz2,Paola Diaz Garcia,1991-01-28,1925154807,2024-08-22
HIS-2226752,sshiguango,Sofia Shiguango Alvarado,1967-11-20,0405092222,2022-02-04
HIS-3808149,vespinoza,Victor Espinoza Chávez,1981-03-21,1706601380,2022-01-07
HIS-1168449,cromero2,Carla Romero Ramos,1984-02-24,1951971116,2023-05-21
HIS-5608654,emartinez,Eduardo Martinez Ruiz,1986-06-19,2322429560,2024-01-15
HIS-6526824,crivera1,Carmen Rivera Lopez,1968-08-09,1932893652,2022-03-06
HIS-0557779,atorres3,Alejandro Torres Ramos,1977-05-06,1925969055,2024-08-14
HIS-4548285,dguzman2,David Guzmán Ramos,1982-05-19,1946673454,2024-03-31
HIS-2559748,irivera,Ivan Rivera Vargas,1997-03-07,2058392255,2022-12-19
HIS-0730059,dreyes,Diego Reyes Cruz,2000-04-25,1403285073,2022-07-16
HIS-1535519,atorres4,Adriana Torres Medina,1955-10-20,1126968153,2024-03-26
HIS-2688069,adiaz3,Alejandro Diaz Lopez,1980-11-17,0726156268,2022-08-06
HIS-6718352,csanchez3,Claudia Sanchez Medina,1983-09-12,0115298671,2024-08-27
HIS-9417842,cgomez2,Carla Gomez Vega,1978-01-20,1831205941,2024-01-27
HIS-0736626,cmendez,Claudia Mendez Rodriguez,1966-02-18,1822456073,2022-07-13
HIS-7037664,fjimenez,Fernanda Jimenez Ortega,1976-11-24,1559389703,2023-09-11
HIS-9847287,dherrera,Diego Herrera Perez,1972-09-22,1403944984,2022-04-04
HIS-4487385,cmendez1,Cristian Mendez Jimenez,1973-12-23,0133062448,2024-08-01
HIS-7276020,nruiz1,Natalia Ruiz Shiguango,1960-11-16,1805555727,2023-12-09
HIS-9217987,vmendez,Valeria Mendez Castillo,1979-09-05,1557029921,2024-02-15
HIS-8648961,mcruz,Manuel Cruz Cruz,1989-09-13,0444226864,2023-04-07
HIS-7246320,vcastro1,Valeria Castro Rivera,1963-10-20,0634085724,2024-10-27
HIS-9606336,gguzman,Gabriel Guzmán Reyes,1963-05-03,0647150960,2022-03-05
HIS-5270587,pfigueroa,Patricia Figueroa Castro,2005-07-09,0817819527,2022-09-05
HIS-7686436,dshiguango,David Shiguango Martinez,1964-04-26,1030568768,2024-09-15
HIS-7555647,ggonzalez2,Gabriel Gonzalez Ramos,1956-04-12,2333454755,2024-01-13
HIS-9467176,ovargas,Oscar Vargas Shiguango,1971-06-24,2334222946,2024-11-07
HIS-5676929,rrivera1,Rosa Rivera Ortega,1969-05-07,2119858567,2023-04-05
HIS-3596041,rdiaz,Rodrigo Diaz Ortega,1960-01-15,1639083359,2024-12-06
HIS-4807069,bgomez1,Beatriz Gomez Reyes,1970-10-25,0857209480,2024-09-04
HIS-1820185,ggonzalez3,Gabriel Gonzalez Diaz,2001-08-25,1607173182,2023-02-03
HIS-8436250,faguilar,Fernando Aguilar Figueroa,1962-03-16,0932587843,2022-01-14
HIS-8256183,drivera,Daniela Rivera Gomez,1961-11-10,0334175825,2023-03-07
HIS-7910167,sdiaz,Sofia Diaz Medina,2001-06-27,0619258791,2023-10-08
HIS-7467537,smedina,Sandra Medina Aguilar,1975-09-18,0130652746,2023-02-13
HIS-7099566,ljimenez1,Lucia Jimenez Sanchez,1995-06-09,0312579709,2024-01-27
HIS-4927318,atorres5,Alejandro Torres Gonzalez,1973-12-01,1156229492,2022-10-15
HIS-5385857,scastro,Silvia Castro Cruz,1958-09-02,0627375538,2024-11-15
HIS-1940345,agrefa1,Ana Grefa Castillo,2003-02-25,1834951194,2024-06-01
HIS-6056484,sflores,Silvia Flores Romero,1964-05-28,0319578605,2023-04-02
HIS-3447535,ediaz1,Elena Diaz Cáceres,1975-06-08,1259232344,2023-03-04
HIS-6009274,ajimenez3,Antonio Jimenez Morales,1992-02-03,0720271600,2022-12-25
HIS-3348155,dcruz1,Diego Cruz Ramirez,1981-07-28,1659556334,2022-07-24
HIS-0476317,cgonzalez,Carmen Gonzalez Vega,1963-12-16,2123167047,2022-03-21
HIS-2577552,gguzman1,Gabriela Guzmán Aguilar,1975-01-26,0632282257,2022-02-22
HIS-2198949,aflores2,Ana Flores Aguilar,1989-08-05,0246982219,2022-01-02
HIS-7740041,sherrera1,Silvia Herrera Torres,2000-07-10,1158591774,2022-08-04
HIS-4265540,svargas,Sofia Vargas Romero,1955-03-21,2339889426,2022-03-11
HIS-7307180,cgarcia2,Camila Garcia Cáceres,1971-06-26,1635396730,2024-09-25
HIS-2128233,cromero3,Cristian Romero Cerda,1982-09-03,0905608212,2024-10-30
HIS-9816129,amorales2,Andres Morales Rodriguez,1961-11-06,0755892981,2023-04-09
HIS-7729327,ldiaz,Lucia Diaz Jimenez,1993-02-02,0234686772,2024-04-20
HIS-3556411,crivera2,Carmen Rivera Reyes,1964-11-09,1316693355,2023-11-02
HIS-9739247,psanchez2,Paola Sanchez Figueroa,1992-03-23,1617418973,2024-09-24
HIS-1490038,jfigueroa,Jorge Figueroa Figueroa,2000-08-08,1217660149,2024-10-10
HIS-0938054,ctapuy2,Carla Tapuy Benítez,1980-12-24,2046986093,2022-03-23
HIS-2047051,scerda,Sandra Cerda Lopez,1970-05-15,1356039204,2022-04-08
HIS-7167558,arivera3,Adriana Rivera Cruz,1975-10-16,1845652716,2023-01-17
HIS-0179921,ltapuy3,Lucia Tapuy Ortega,1999-02-07,1135225017,2022-07-11
HIS-9988641,dromero1,Diana Romero Alvarado,1986-04-27,1232614998,2023-03-25
HIS-7680065,ecruz,Elena Cruz Flores,2000-06-26,0123097768,2023-06-24
HIS-8930069,sreyes1,Silvia Reyes Castillo,2000-12-21,1821253893,2023-04-04
HIS-8717165,dguzman3,David Guzmán Castro,1971-12-01,1646120871,2024-10-02
HIS-8615934,icastro,Isabel Castro Vargas,1959-09-14,1854539861,2022-11-27
HIS-6996673,pgomez3,Patricio Gomez Rodriguez,1966-12-14,2131511699,2023-06-01
HIS-8415513,fmedina1,Fernando Medina Diaz,1955-06-13,0821571841,2023-09-20
HIS-2988947,ddiaz,Diego Diaz Guzmán,1989-02-26,1618351298,2023-10-01
HIS-2907834,cgomez3,Claudia Gomez Espinoza,1978-03-08,1711739290,2024-10-02
HIS-5809558,rmartinez1,Ricardo Martinez Shiguango,1995-07-13,2259181580,2024-06-10
HIS-7440216,mtapuy2,Maria Tapuy Sanchez,2002-01-18,1147964744,2022-02-27
HIS-8536815,iortega,Isabel Ortega Alvarado,1968-10-21,0256882853,2022-02-01
HIS-5686862,vramirez,Victor Ramirez Mendez,1968-11-24,0115263568,2023-07-13
HIS-6098997,caguilar1,Carmen Aguilar Ruiz,1989-06-06,0917490609,2023-06-10
HIS-1825798,nmendez,Natalia Mendez Mendez,1957-07-06,1921163182,2022-06-21
HIS-8328460,aguzman1,Antonio Guzmán Chávez,1984-04-21,1552790832,2022-04-26
HIS-7108189,egrefa,Eduardo Grefa Gonzalez,1981-09-18,0813570710,2022-02-05
HIS-9079667,glopez1,Gabriela Lopez Flores,1996-07-10,0453060907,2024-03-03
HIS-5336479,rherrera,Rosa Herrera Ortega,1964-01-15,2137278533,2024-04-20
HIS-6759169,dortega,Diana Ortega Cruz,1991-04-28,1336777675,2024-01-15
HIS-4986659,gvargas,Gabriela Vargas Cruz,1966-08-01,1317187498,2023-02-27
HIS-5796052,mcaceres2,Marcela Cáceres Flores,1960-01-01,2139326579,2022-04-19
HIS-9576478,tortega1,Teresa Ortega Diaz,1964-03-14,2413415957,2022-08-31
HIS-1069212,sbenitez1,Sergio Benítez Shiguango,1992-10-06,2323127106,2024-07-05
HIS-6239242,sromero1,Silvia Romero Perez,1992-07-06,1202294623,2024-01-18
HIS-7675548,prodriguez1,Paola Rodriguez Tapuy,1955-12-19,1110344767,2022-02-09
HIS-8616095,vshiguango,Victor Shiguango Ruiz,1960-08-22,1304655861,2022-06-23
HIS-9399588,ctorres,Carlos Torres Sanchez,1995-06-26,0802512939,2022-08-05
HIS-6359346,ftorres,Fabian Torres Diaz,1993-12-06,2402110635,2024-08-18
HIS-9309337,sgrefa,Sofia Grefa Garcia,1993-07-17,0313428930,2023-08-08
HIS-0139282,cortega,Carmen Ortega Reyes,1992-06-23,1704421013,2022-05-15
HIS-3308459,vortega,Verónica Ortega Shiguango,1984-08-05,1234758330,2022-10-18
HIS-6246730,rtorres,Raul Torres Castillo,1967-01-16,1352650624,2024-03-14
HIS-7088611,pdiaz3,Patricia Diaz Tapuy,1986-04-14,2057662708,2024-10-01
HIS-4527050,gvargas1,Gabriel Vargas Guzmán,1970-04-11,1441928452,2023-04-24
